investor_id,age,gender,city,city_tier,risk_profile,kyc_status,annual_income_lakh,occupation,pan_verified,registration_date
INV00313,42,F,Varanasi,B30,Aggressive,Verified,97.6,Business,True,2019-02-22
INV00314,54,F,Ludhiana,B30,Moderate,Verified,42.3,Student,True,2022-06-21
INV00315,56,M,Bengaluru,T30,Aggressive,Verified,39.0,Student,True,2024-06-23
INV00316,52,F,Kochi,B30,Moderate,Verified,25.0,Self-Employed,True,2018-11-25
INV00317,26,M,Amritsar,B30,Conservative,Verified,41.3,Self-Employed,True,2019-06-17
INV00318,54,M,Surat,T30,Moderate,Verified,59.1,Salaried,True,2022-06-13
INV00319,54,F,Delhi,T30,Moderate,Verified,60.1,Student,True,2022-08-30
INV00320,25,M,Agra,B30,Aggressive,Verified,70.4,Retired,True,2025-08-06
INV00321,46,F,Ahmedabad,T30,Aggressive,Verified,89.5,Business,True,2020-06-05
INV00322,55,F,Varanasi,B30,Aggressive,Verified,60.7,Student,True,2018-12-14
INV00323,58,M,Lucknow,B30,Conservative,Verified,19.6,Student,False,2025-01-31
INV00324,39,M,Visakhapatnam,B30,Moderate,Verified,26.6,Student,True,2022-09-24
INV00325,45,F,Delhi,T30,Conservative,Verified,87.6,Business,True,2022-05-14
INV00326,24,M,Lucknow,B30,Aggressive,Verified,47.1,Salaried,True,2021-02-26
INV00327,35,M,Bhopal,B30,Moderate,Verified,15.7,Self-Employed,True,2021-01-17
INV00328,57,F,Agra,B30,Aggressive,Verified,37.7,Business,True,2021-06-09
INV00329,61,M,Mumbai,T30,Conservative,Verified,29.5,Retired,True,2025-06-09
INV00330,25,M,Jaipur,T30,Moderate,Verified,16.1,Student,True,2021-03-21
INV00331,29,M,Coimbatore,B30,Moderate,Verified,39.6,Student,True,2021-10-08
INV00332,63,M,Jaipur,T30,Aggressive,Pending,75.9,Salaried,True,2024-08-31
INV00333,37,M,Indore,B30,Moderate,Verified,37.4,Retired,True,2022-02-27
INV00334,55,M,Pune,T30,Moderate,Verified,6.9,Self-Employed,True,2022-06-07
INV00335,65,M,Hyderabad,T30,Conservative,Verified,70.5,Business,True,2025-11-09
INV00336,65,F,Agra,B30,Aggressive,Verified,58.9,Business,True,2022-11-01
INV00337,63,F,Mysuru,B30,Moderate,Verified,89.0,Retired,True,2018-01-03
INV00338,37,F,Mumbai,T30,Aggressive,Verified,76.2,Salaried,False,2018-01-28
INV00339,55,F,Vadodara,B30,Conservative,Verified,90.3,Student,True,2025-07-16
INV00340,38,M,Amritsar,B30,Moderate,Pending,99.8,Salaried,False,2022-11-18
INV00341,46,F,Rajkot,B30,Aggressive,Verified,20.0,Retired,True,2021-06-09
INV00342,45,F,Varanasi,B30,Conservative,Verified,48.9,Student,True,2022-02-22
INV00343,36,F,Visakhapatnam,B30,Moderate,Verified,81.6,Business,True,2018-12-12
INV00344,40,M,Kolkata,T30,Aggressive,Verified,3.7,Retired,True,2018-09-27
INV00345,52,F,Bengaluru,T30,Moderate,Verified,95.6,Student,True,2020-07-17
INV00346,40,M,Jaipur,T30,Conservative,Verified,14.4,Self-Employed,True,2018-12-09
INV00347,37,M,Varanasi,B30,Moderate,Verified,34.3,Business,False,2024-07-15
INV00348,51,M,Hyderabad,T30,Aggressive,Verified,86.4,Retired,False,2022-02-05
INV00349,40,M,Delhi,T30,Moderate,Verified,30.7,Self-Employed,False,2022-02-02
INV00350,35,M,Ludhiana,B30,Moderate,Verified,42.0,Retired,True,2021-07-27
INV00351,38,F,Coimbatore,B30,Aggressive,Verified,76.4,Salaried,True,2022-07-11
INV00352,36,M,Vadodara,B30,Conservative,Verified,65.1,Retired,True,2022-01-17
INV00353,60,F,Bhubaneswar,B30,Aggressive,Verified,89.0,Salaried,True,2019-09-23
INV00354,29,M,Nashik,B30,Aggressive,Rejected,95.3,Student,True,2019-02-14
INV00355,59,M,Ahmedabad,T30,Aggressive,Verified,72.0,Retired,False,2020-01-14
INV00356,35,M,Indore,B30,Moderate,Verified,17.4,Salaried,True,2024-12-28
INV00357,24,F,Ahmedabad,T30,Conservative,Verified,34.6,Salaried,True,2024-05-09
INV00358,61,F,Bengaluru,T30,Moderate,Rejected,49.4,Self-Employed,True,2025-04-07
INV00359,51,F,Chennai,T30,Aggressive,Verified,64.9,Student,True,2025-09-13
INV00360,22,M,Coimbatore,B30,Conservative,Verified,38.9,Business,True,2025-11-15
INV00361,23,M,Mumbai,T30,Moderate,Verified,42.3,Self-Employed,False,2021-08-24
INV00362,57,M,Chennai,T30,Aggressive,Verified,91.7,Student,True,2024-06-19
INV00363,37,F,Mumbai,T30,Moderate,Verified,85.3,Retired,True,2019-11-20
INV00364,53,F,Bhubaneswar,B30,Aggressive,Verified,98.4,Business,True,2024-01-06
INV00365,29,F,Agra,B30,Conservative,Pending,99.1,Retired,True,2022-12-03
INV00366,35,F,Guwahati,B30,Moderate,Verified,30.6,Retired,True,2018-09-03
INV00367,30,M,Varanasi,B30,Conservative,Verified,21.4,Student,True,2020-07-31
INV00368,29,F,Bengaluru,T30,Conservative,Verified,13.5,Business,True,2024-02-19
INV00369,36,F,Ahmedabad,T30,Aggressive,Verified,99.7,Self-Employed,True,2018-03-02
INV00370,23,M,Rajkot,B30,Moderate,Verified,39.3,Business,True,2019-05-09
INV00371,32,M,Rajkot,B30,Aggressive,Verified,93.9,Salaried,True,2018-05-24
INV00372,26,M,Hyderabad,T30,Moderate,Verified,11.2,Business,True,2020-04-19
INV00373,48,M,Patna,B30,Conservative,Verified,8.0,Retired,True,2021-12-22
INV00374,40,M,Delhi,T30,Aggressive,Verified,56.5,Student,True,2025-06-06
INV00375,24,F,Vadodara,B30,Aggressive,Verified,18.3,Self-Employed,True,2023-12-22
INV00376,43,M,Visakhapatnam,B30,Moderate,Pending,56.5,Business,True,2021-04-09
INV00377,49,M,Bhopal,B30,Aggressive,Verified,40.0,Student,True,2018-02-27
INV00378,30,F,Chennai,T30,Conservative,Pending,58.2,Self-Employed,True,2022-01-10
INV00379,25,M,Pune,T30,Moderate,Verified,20.4,Retired,True,2023-02-08
INV00380,60,M,Nashik,B30,Conservative,Verified,54.5,Retired,True,2023-05-03
INV00381,51,M,Guwahati,B30,Moderate,Pending,53.9,Business,True,2023-10-22
INV00382,28,M,Pune,T30,Conservative,Verified,53.3,Self-Employed,True,2024-08-12
INV00383,44,M,Patna,B30,Moderate,Verified,68.8,Student,False,2025-04-15
INV00384,49,M,Kolkata,T30,Moderate,Verified,19.7,Business,True,2019-09-01
INV00385,49,M,Indore,B30,Aggressive,Verified,39.4,Retired,False,2025-07-21
INV00386,38,F,Coimbatore,B30,Aggressive,Rejected,35.3,Student,True,2021-04-19
INV00387,37,F,Chennai,T30,Aggressive,Verified,3.9,Salaried,True,2022-01-08
INV00388,50,M,Coimbatore,B30,Moderate,Verified,65.0,Business,True,2024-04-08
INV00389,64,M,Indore,B30,Moderate,Verified,29.6,Retired,True,2025-06-06
INV00390,63,F,Ahmedabad,T30,Aggressive,Verified,85.4,Business,True,2020-06-22
INV00391,28,F,Delhi,T30,Moderate,Verified,72.2,Self-Employed,True,2018-06-21
INV00392,60,M,Mumbai,T30,Aggressive,Verified,86.1,Retired,True,2023-03-07
INV00393,59,M,Mysuru,B30,Moderate,Verified,40.3,Self-Employed,True,2024-03-30
INV00394,23,F,Kolkata,T30,Moderate,Verified,61.9,Salaried,True,2024-12-15
INV00395,47,F,Kolkata,T30,Aggressive,Verified,67.3,Student,True,2022-05-25
INV00396,64,F,Lucknow,B30,Aggressive,Verified,57.3,Salaried,True,2023-12-03
INV00397,60,F,Amritsar,B30,Conservative,Pending,68.2,Business,True,2020-09-29
INV00398,31,F,Surat,T30,Aggressive,Verified,69.6,Salaried,True,2022-03-18
INV00399,37,M,Mysuru,B30,Moderate,Verified,50.2,Salaried,True,2021-06-08
INV00400,23,F,Surat,T30,Aggressive,Verified,39.9,Self-Employed,True,2023-09-07
INV00401,34,M,Meerut,B30,Conservative,Verified,95.3,Self-Employed,True,2019-05-11
INV00402,36,F,Rajkot,B30,Conservative,Verified,75.4,Salaried,True,2020-12-15
INV00403,47,M,Bhopal,B30,Moderate,Verified,50.3,Student,True,2020-08-02
INV00404,57,F,Mumbai,T30,Conservative,Verified,61.8,Salaried,True,2020-02-13
INV00405,51,F,Chennai,T30,Conservative,Verified,55.4,Retired,True,2018-12-02
INV00406,35,F,Kolkata,T30,Aggressive,Pending,37.4,Student,True,2025-06-02
INV00407,36,M,Vadodara,B30,Moderate,Verified,34.1,Retired,True,2018-01-24
INV00408,45,M,Agra,B30,Aggressive,Verified,18.7,Salaried,True,2022-10-16
INV00409,57,M,Nashik,B30,Moderate,Verified,5.2,Student,True,2025-12-11
INV00410,44,F,Nashik,B30,Aggressive,Verified,70.1,Business,True,2023-05-09
INV00411,58,F,Hyderabad,T30,Moderate,Verified,81.0,Retired,True,2023-12-10
INV00412,31,F,Visakhapatnam,B30,Aggressive,Verified,50.6,Student,True,2020-02-01
INV00413,65,M,Kochi,B30,Moderate,Verified,72.1,Business,True,2025-09-11
INV00414,57,F,Bengaluru,T30,Aggressive,Verified,8.0,Salaried,True,2023-06-10
INV00415,62,M,Bhopal,B30,Conservative,Verified,79.2,Business,True,2018-07-08
INV00416,49,M,Indore,B30,Aggressive,Verified,30.7,Business,True,2021-07-07
INV00417,31,M,Nashik,B30,Aggressive,Verified,88.0,Business,True,2022-12-19
INV00418,29,F,Patna,B30,Conservative,Verified,11.9,Self-Employed,True,2022-01-24
INV00419,56,M,Lucknow,B30,Conservative,Verified,10.1,Self-Employed,True,2020-12-09
INV00420,41,F,Amritsar,B30,Aggressive,Pending,39.3,Student,True,2019-11-26
INV00421,23,M,Meerut,B30,Moderate,Verified,9.6,Business,True,2020-05-14
INV00422,22,F,Mumbai,T30,Aggressive,Verified,46.1,Student,True,2019-12-20
INV00423,46,M,Nashik,B30,Conservative,Verified,4.5,Retired,False,2018-08-16
INV00424,46,M,Amritsar,B30,Conservative,Verified,34.7,Business,True,2019-08-13
INV00425,61,F,Pune,T30,Conservative,Verified,66.6,Salaried,True,2021-08-26
INV00426,46,M,Bengaluru,T30,Aggressive,Verified,35.4,Retired,True,2021-05-21
INV00427,40,M,Bengaluru,T30,Aggressive,Verified,18.3,Salaried,True,2021-03-05
INV00428,48,M,Nagpur,B30,Aggressive,Verified,89.7,Self-Employed,True,2019-05-05
INV00429,59,F,Meerut,B30,Aggressive,Verified,33.9,Retired,True,2019-03-20
INV00430,25,F,Hyderabad,T30,Conservative,Verified,5.8,Salaried,False,2024-05-09
INV00431,23,F,Jaipur,T30,Moderate,Verified,7.1,Business,False,2020-12-29
INV00432,47,M,Surat,T30,Conservative,Verified,74.7,Business,True,2018-03-04
INV00433,30,F,Nagpur,B30,Moderate,Verified,55.9,Student,True,2023-04-08
INV00434,30,F,Agra,B30,Conservative,Verified,26.5,Retired,True,2023-05-29
INV00435,53,F,Bengaluru,T30,Moderate,Pending,38.6,Business,True,2022-10-30
INV00436,58,M,Kolkata,T30,Moderate,Verified,47.8,Business,True,2025-02-01
INV00437,55,F,Ludhiana,B30,Conservative,Rejected,22.7,Self-Employed,True,2023-09-08
INV00438,34,F,Pune,T30,Conservative,Verified,65.9,Self-Employed,True,2018-11-06
INV00439,42,F,Hyderabad,T30,Aggressive,Pending,30.2,Business,True,2019-10-18
INV00440,44,F,Pune,T30,Conservative,Verified,21.1,Retired,True,2019-08-09
INV00441,27,F,Ludhiana,B30,Conservative,Verified,91.4,Business,True,2025-06-16
INV00442,32,M,Nashik,B30,Conservative,Verified,34.8,Self-Employed,True,2025-02-08
INV00443,46,M,Mumbai,T30,Conservative,Verified,95.4,Business,True,2019-11-01
INV00444,54,F,Ahmedabad,T30,Conservative,Verified,94.7,Self-Employed,True,2021-03-07
INV00445,58,F,Kochi,B30,Moderate,Verified,93.3,Salaried,True,2021-12-02
INV00446,50,M,Pune,T30,Aggressive,Verified,16.0,Retired,True,2024-11-26
INV00447,38,M,Surat,T30,Aggressive,Rejected,47.2,Retired,True,2020-03-22
INV00448,59,F,Meerut,B30,Conservative,Verified,71.2,Self-Employed,True,2021-10-24
INV00449,40,M,Lucknow,B30,Conservative,Verified,96.5,Retired,True,2023-08-17
INV00450,25,M,Surat,T30,Moderate,Verified,75.6,Business,True,2025-10-29
INV00451,28,F,Jaipur,T30,Moderate,Verified,5.3,Self-Employed,True,2019-12-23
INV00452,31,F,Ludhiana,B30,Aggressive,Verified,57.4,Self-Employed,True,2025-08-17
INV00453,54,M,Guwahati,B30,Conservative,Verified,53.4,Business,True,2023-01-06
INV00454,32,M,Rajkot,B30,Moderate,Pending,52.3,Retired,True,2024-06-30
INV00455,56,M,Mysuru,B30,Conservative,Verified,85.9,Salaried,False,2022-09-28
INV00456,55,F,Jaipur,T30,Conservative,Verified,61.7,Student,True,2025-08-16
INV00457,53,F,Patna,B30,Conservative,Verified,84.3,Salaried,True,2019-08-07
INV00458,36,M,Meerut,B30,Conservative,Verified,12.0,Business,True,2024-04-13
INV00459,56,F,Kolkata,T30,Moderate,Verified,11.4,Self-Employed,True,2018-05-20
INV00460,58,F,Ahmedabad,T30,Aggressive,Verified,4.7,Student,True,2021-10-19
INV00461,59,F,Visakhapatnam,B30,Moderate,Verified,32.1,Student,True,2022-09-07
INV00462,51,F,Chennai,T30,Aggressive,Verified,19.9,Student,True,2018-07-05
INV00463,53,M,Meerut,B30,Moderate,Verified,13.7,Retired,True,2020-02-06
INV00464,31,M,Visakhapatnam,B30,Moderate,Verified,9.5,Retired,True,2023-12-09
INV00465,56,M,Lucknow,B30,Conservative,Verified,25.6,Self-Employed,True,2019-10-07
INV00466,33,M,Kolkata,T30,Aggressive,Verified,52.7,Student,True,2020-05-22
INV00467,32,M,Guwahati,B30,Moderate,Verified,85.1,Business,True,2020-04-25
INV00468,45,M,Guwahati,B30,Moderate,Verified,88.9,Student,True,2018-12-26
INV00469,28,F,Nagpur,B30,Moderate,Verified,64.4,Salaried,True,2019-02-04
INV00470,26,M,Vadodara,B30,Conservative,Rejected,39.9,Retired,True,2019-06-29
INV00471,42,F,Hyderabad,T30,Moderate,Verified,51.5,Salaried,True,2021-05-01
INV00472,57,F,Delhi,T30,Conservative,Verified,29.8,Self-Employed,True,2020-06-09
INV00473,56,F,Agra,B30,Aggressive,Pending,17.2,Business,True,2021-04-27
INV00474,30,M,Kolkata,T30,Moderate,Verified,24.9,Retired,True,2022-10-09
INV00475,36,F,Agra,B30,Aggressive,Verified,72.6,Business,True,2025-07-28
INV00476,38,F,Bhubaneswar,B30,Aggressive,Verified,52.7,Retired,True,2025-12-18
INV00477,60,F,Nashik,B30,Aggressive,Verified,67.7,Student,True,2018-01-23
INV00478,62,M,Kochi,B30,Aggressive,Verified,47.3,Self-Employed,False,2022-05-01
INV00479,50,F,Varanasi,B30,Conservative,Verified,62.2,Self-Employed,True,2022-01-12
INV00480,27,F,Nagpur,B30,Conservative,Verified,59.2,Student,False,2024-08-22
INV00481,47,F,Kochi,B30,Moderate,Verified,51.1,Salaried,True,2018-09-12
INV00482,64,M,Kochi,B30,Conservative,Pending,13.9,Retired,True,2024-11-04
INV00483,39,F,Nagpur,B30,Conservative,Rejected,13.6,Salaried,True,2024-06-16
INV00484,62,F,Bengaluru,T30,Moderate,Verified,85.0,Retired,True,2024-03-26
INV00485,46,M,Indore,B30,Aggressive,Verified,16.7,Business,True,2018-02-20
INV00486,54,F,Bhopal,B30,Aggressive,Verified,65.7,Student,True,2022-12-14
INV00487,30,F,Rajkot,B30,Aggressive,Verified,49.9,Salaried,True,2020-09-17
INV00488,24,F,Indore,B30,Aggressive,Verified,66.9,Business,True,2019-05-24
INV00489,63,M,Lucknow,B30,Aggressive,Verified,93.3,Retired,True,2021-06-28
INV00490,45,M,Ahmedabad,T30,Aggressive,Verified,80.9,Business,True,2025-02-04
INV00491,64,F,Mumbai,T30,Moderate,Verified,43.3,Retired,True,2018-12-07
INV00492,43,F,Agra,B30,Aggressive,Verified,25.3,Business,True,2019-01-14
INV00493,29,M,Guwahati,B30,Moderate,Pending,44.5,Retired,True,2024-09-02
INV00494,43,F,Kolkata,T30,Moderate,Verified,90.2,Self-Employed,True,2025-01-21
INV00495,55,F,Ludhiana,B30,Moderate,Verified,78.6,Self-Employed,True,2018-04-27
INV00496,30,F,Pune,T30,Aggressive,Verified,72.5,Student,True,2019-02-09
INV00497,37,M,Ranchi,B30,Aggressive,Verified,29.2,Retired,True,2023-02-16
INV00498,39,F,Mysuru,B30,Conservative,Pending,50.1,Student,True,2023-01-11
INV00499,56,M,Pune,T30,Moderate,Verified,50.5,Business,True,2023-10-06
INV00500,27,F,Jaipur,T30,Conservative,Verified,43.3,Business,True,2019-06-05
INV00501,52,M,Patna,B30,Moderate,Verified,35.8,Retired,False,2025-08-02
INV00502,32,F,Mysuru,B30,Aggressive,Verified,61.9,Salaried,True,2020-06-19
INV00503,36,F,Bhubaneswar,B30,Aggressive,Verified,79.3,Self-Employed,True,2019-03-29
INV00504,45,M,Guwahati,B30,Conservative,Pending,14.4,Retired,True,2020-09-10
INV00505,28,F,Coimbatore,B30,Moderate,Verified,59.2,Retired,True,2025-04-16
INV00506,53,F,Ranchi,B30,Moderate,Pending,45.6,Retired,True,2020-01-30
INV00507,42,M,Kochi,B30,Aggressive,Verified,62.4,Salaried,True,2025-08-29
INV00508,65,F,Indore,B30,Moderate,Verified,97.7,Salaried,True,2023-12-14
INV00509,41,M,Pune,T30,Aggressive,Pending,30.9,Business,False,2020-07-23
INV00510,58,M,Rajkot,B30,Conservative,Pending,81.4,Student,True,2020-01-21
INV00511,52,M,Agra,B30,Conservative,Verified,66.9,Student,False,2019-09-03
INV00512,43,M,Rajkot,B30,Moderate,Verified,9.1,Self-Employed,False,2025-04-05
INV00513,45,M,Bengaluru,T30,Moderate,Verified,68.1,Business,True,2020-08-02
INV00514,40,F,Patna,B30,Conservative,Verified,52.6,Self-Employed,True,2019-08-19
INV00515,34,M,Patna,B30,Conservative,Verified,38.7,Salaried,True,2020-07-26
INV00516,61,M,Varanasi,B30,Moderate,Verified,31.4,Business,True,2018-04-22
INV00517,55,M,Meerut,B30,Conservative,Verified,57.1,Retired,True,2020-01-09
INV00518,42,M,Nagpur,B30,Conservative,Rejected,47.4,Student,True,2022-12-08
INV00519,31,M,Jaipur,T30,Moderate,Rejected,79.7,Retired,True,2023-01-03
INV00520,27,M,Visakhapatnam,B30,Moderate,Verified,75.8,Retired,True,2025-06-06
INV00521,61,M,Lucknow,B30,Aggressive,Verified,41.5,Student,True,2020-12-29
INV00522,57,M,Indore,B30,Aggressive,Verified,5.5,Self-Employed,True,2025-09-12
INV00523,52,M,Hyderabad,T30,Moderate,Verified,12.8,Business,True,2018-12-26
INV00524,54,F,Ahmedabad,T30,Moderate,Verified,55.0,Retired,True,2018-06-17
INV00525,43,F,Hyderabad,T30,Moderate,Verified,82.0,Student,True,2024-08-14
INV00526,59,F,Patna,B30,Moderate,Verified,26.3,Salaried,True,2023-06-15
INV00527,41,M,Jaipur,T30,Conservative,Verified,66.6,Retired,True,2019-05-29
INV00528,54,F,Patna,B30,Aggressive,Pending,93.0,Retired,True,2019-04-24
INV00529,56,F,Jaipur,T30,Aggressive,Verified,44.6,Self-Employed,True,2024-10-14
INV00530,42,F,Varanasi,B30,Conservative,Verified,73.6,Student,True,2022-06-05
INV00531,61,M,Surat,T30,Conservative,Verified,98.0,Student,True,2018-05-09
INV00532,43,M,Bhopal,B30,Conservative,Pending,76.0,Salaried,False,2022-06-28
INV00533,24,M,Mumbai,T30,Conservative,Verified,68.5,Student,True,2019-09-12
INV00534,62,M,Varanasi,B30,Aggressive,Verified,55.9,Self-Employed,True,2020-12-31
INV00535,26,M,Ahmedabad,T30,Conservative,Verified,64.8,Business,True,2023-05-25
INV00536,29,F,Rajkot,B30,Moderate,Verified,5.8,Business,True,2025-07-02
INV00537,42,F,Mumbai,T30,Moderate,Verified,15.3,Retired,True,2020-06-28
INV00538,62,F,Pune,T30,Aggressive,Verified,36.9,Business,True,2022-07-27
INV00539,28,F,Guwahati,B30,Moderate,Verified,37.7,Retired,True,2018-04-11
INV00540,55,F,Coimbatore,B30,Moderate,Verified,95.9,Student,True,2021-07-03
INV00541,53,M,Bhubaneswar,B30,Moderate,Rejected,92.4,Business,True,2020-07-06
INV00542,36,F,Bhubaneswar,B30,Moderate,Pending,88.5,Student,True,2018-07-27
INV00543,50,F,Visakhapatnam,B30,Aggressive,Verified,57.2,Retired,True,2022-10-15
INV00544,22,M,Vadodara,B30,Moderate,Verified,46.6,Retired,True,2021-09-14
INV00545,32,F,Vadodara,B30,Moderate,Verified,9.7,Salaried,True,2021-02-11
INV00546,55,M,Bengaluru,T30,Conservative,Verified,23.3,Salaried,True,2025-12-18
INV00547,28,M,Visakhapatnam,B30,Conservative,Verified,38.2,Self-Employed,False,2020-04-21
INV00548,34,M,Hyderabad,T30,Aggressive,Verified,59.9,Student,True,2021-04-05
INV00549,61,M,Surat,T30,Conservative,Verified,38.7,Student,False,2021-09-12
INV00550,27,M,Mumbai,T30,Moderate,Verified,18.2,Self-Employed,True,2025-08-23
INV00551,35,F,Kolkata,T30,Moderate,Verified,7.9,Salaried,True,2020-08-26
INV00552,52,F,Kolkata,T30,Aggressive,Verified,37.5,Retired,True,2023-04-13
INV00553,51,M,Guwahati,B30,Conservative,Pending,39.7,Retired,True,2025-07-30
INV00554,51,F,Indore,B30,Moderate,Verified,84.2,Salaried,True,2024-01-03
INV00555,57,F,Varanasi,B30,Moderate,Verified,98.2,Self-Employed,True,2019-06-01
INV00556,58,M,Hyderabad,T30,Moderate,Verified,40.7,Self-Employed,True,2023-08-18
INV00557,54,F,Bengaluru,T30,Moderate,Pending,69.2,Student,True,2020-06-07
INV00558,37,M,Kochi,B30,Moderate,Verified,29.3,Salaried,True,2018-11-20
INV00559,33,F,Meerut,B30,Conservative,Verified,4.3,Business,True,2025-10-08
INV00560,26,F,Kolkata,T30,Aggressive,Verified,57.9,Salaried,True,2023-09-19
INV00561,35,M,Nagpur,B30,Conservative,Verified,97.2,Student,True,2019-11-26
INV00562,31,M,Kolkata,T30,Aggressive,Verified,42.4,Salaried,True,2023-12-02
INV00563,28,F,Kolkata,T30,Moderate,Verified,46.3,Self-Employed,True,2021-10-30
INV00564,26,F,Mysuru,B30,Conservative,Verified,94.7,Business,True,2018-02-21
INV00565,37,M,Hyderabad,T30,Moderate,Verified,73.5,Student,True,2019-09-26
INV00566,37,M,Bhubaneswar,B30,Moderate,Verified,76.0,Retired,True,2019-12-26
INV00567,39,F,Surat,T30,Conservative,Verified,98.1,Salaried,True,2023-12-09
INV00568,51,F,Ranchi,B30,Conservative,Verified,34.1,Salaried,True,2023-08-08
INV00569,40,M,Lucknow,B30,Conservative,Verified,72.7,Student,True,2020-10-14
INV00570,38,F,Jaipur,T30,Aggressive,Verified,49.7,Salaried,True,2018-07-11
INV00571,33,F,Chennai,T30,Aggressive,Verified,17.1,Self-Employed,True,2019-12-24
INV00572,59,F,Meerut,B30,Conservative,Verified,46.8,Retired,True,2022-08-21
INV00573,50,M,Kolkata,T30,Conservative,Verified,24.6,Self-Employed,True,2025-05-13
INV00574,64,F,Ahmedabad,T30,Aggressive,Pending,26.7,Business,True,2019-12-02
INV00575,29,M,Vadodara,B30,Moderate,Verified,61.3,Business,True,2025-07-08
INV00576,42,M,Rajkot,B30,Aggressive,Rejected,84.1,Business,True,2020-06-08
INV00577,55,M,Ludhiana,B30,Conservative,Verified,91.4,Retired,True,2018-01-21
INV00578,65,M,Visakhapatnam,B30,Conservative,Verified,94.1,Self-Employed,True,2024-04-20
INV00579,25,M,Lucknow,B30,Conservative,Verified,63.8,Business,True,2023-01-11
INV00580,38,F,Delhi,T30,Aggressive,Verified,50.1,Self-Employed,True,2019-11-15
INV00581,51,F,Guwahati,B30,Moderate,Verified,65.7,Student,False,2018-09-19
INV00582,45,F,Bhubaneswar,B30,Conservative,Verified,78.6,Student,True,2023-03-11
INV00583,47,M,Kochi,B30,Conservative,Verified,91.9,Business,True,2024-06-07
INV00584,41,M,Jaipur,T30,Moderate,Verified,14.7,Business,True,2019-11-25
INV00585,58,F,Rajkot,B30,Conservative,Verified,58.3,Retired,True,2025-02-16
INV00586,32,M,Varanasi,B30,Aggressive,Verified,48.7,Salaried,True,2024-01-18
INV00587,27,M,Ludhiana,B30,Conservative,Verified,86.0,Retired,True,2018-09-13
INV00588,59,F,Kolkata,T30,Aggressive,Verified,61.4,Student,True,2022-04-07
INV00589,34,F,Surat,T30,Moderate,Verified,81.9,Business,True,2025-04-29
INV00590,54,M,Vadodara,B30,Conservative,Verified,70.2,Retired,True,2018-01-26
INV00591,22,F,Pune,T30,Moderate,Verified,14.7,Salaried,True,2020-11-08
INV00592,59,F,Guwahati,B30,Conservative,Verified,92.2,Self-Employed,True,2019-01-30
INV00593,31,F,Chennai,T30,Conservative,Verified,65.3,Self-Employed,True,2019-01-25
INV00594,31,M,Vadodara,B30,Conservative,Verified,76.2,Business,True,2021-11-25
INV00595,65,F,Meerut,B30,Moderate,Verified,43.1,Business,True,2022-04-30
INV00596,30,M,Guwahati,B30,Conservative,Verified,87.8,Retired,True,2018-08-24
INV00597,65,M,Vadodara,B30,Conservative,Verified,56.8,Self-Employed,True,2022-04-10
INV00598,28,M,Lucknow,B30,Conservative,Verified,24.6,Business,False,2023-12-06
INV00599,24,F,Agra,B30,Conservative,Verified,71.6,Business,False,2020-12-26
INV00600,55,F,Guwahati,B30,Conservative,Verified,15.0,Self-Employed,True,2025-03-21
INV00601,35,M,Agra,B30,Moderate,Verified,47.8,Retired,True,2018-12-29
INV00602,46,F,Bhopal,B30,Conservative,Verified,42.0,Business,True,2025-10-30
INV00603,33,F,Guwahati,B30,Aggressive,Pending,56.1,Salaried,True,2020-10-01
INV00604,41,M,Visakhapatnam,B30,Conservative,Verified,8.6,Retired,True,2019-12-22
INV00605,33,M,Surat,T30,Conservative,Verified,41.7,Self-Employed,True,2022-03-22
INV00606,57,F,Visakhapatnam,B30,Aggressive,Verified,92.4,Retired,True,2019-01-22
INV00607,43,M,Ludhiana,B30,Aggressive,Verified,32.2,Salaried,True,2022-08-07
INV00608,31,F,Hyderabad,T30,Moderate,Verified,81.4,Self-Employed,True,2019-09-18
INV00609,59,M,Rajkot,B30,Aggressive,Verified,24.8,Student,True,2025-03-05
INV00610,46,M,Varanasi,B30,Aggressive,Verified,35.3,Student,True,2023-11-08
INV00611,35,F,Mumbai,T30,Conservative,Verified,30.6,Retired,True,2023-07-30
INV00612,53,M,Mysuru,B30,Conservative,Verified,52.4,Salaried,True,2023-04-08
INV00613,29,M,Nagpur,B30,Moderate,Verified,85.1,Student,True,2018-09-18
INV00614,44,F,Ludhiana,B30,Aggressive,Verified,3.8,Salaried,True,2020-07-08
INV00615,30,M,Surat,T30,Conservative,Verified,4.2,Business,True,2021-08-24
INV00616,31,M,Bengaluru,T30,Conservative,Rejected,11.7,Business,True,2020-04-15
INV00617,25,F,Ludhiana,B30,Conservative,Verified,3.5,Student,False,2025-02-17
INV00618,52,M,Kolkata,T30,Aggressive,Verified,56.7,Student,True,2022-09-06
INV00619,32,M,Delhi,T30,Moderate,Verified,92.4,Self-Employed,True,2018-02-16
INV00620,49,F,Bengaluru,T30,Aggressive,Verified,83.8,Salaried,True,2025-06-07
INV00621,30,M,Ahmedabad,T30,Moderate,Verified,31.3,Business,True,2021-03-16
INV00622,28,F,Nashik,B30,Moderate,Verified,49.9,Student,True,2020-11-14
INV00623,32,M,Meerut,B30,Conservative,Verified,53.1,Self-Employed,True,2021-09-20
INV00624,40,M,Meerut,B30,Conservative,Verified,61.4,Retired,True,2020-04-07
INV00625,61,F,Mumbai,T30,Moderate,Rejected,61.9,Retired,True,2022-02-13
