fund_id,quarter_end,sector,allocation_pct,num_stocks
F006,2024-12-31,Telecom,0.45,6
F006,2024-12-31,Real Estate,1.77,7
F006,2024-12-31,Infrastructure,4.98,3
F006,2025-03-31,Financial Services,4.8,4
F006,2025-03-31,IT,8.7,7
F006,2025-03-31,FMCG,24.61,7
F006,2025-03-31,Healthcare,1.01,2
F006,2025-03-31,Energy,5.11,6
F006,2025-03-31,Automobiles,1.82,4
F006,2025-03-31,Metals,19.08,1
F006,2025-03-31,Telecom,28.39,11
F006,2025-03-31,Real Estate,5.54,3
F006,2025-03-31,Infrastructure,0.93,12
F006,2025-06-30,Financial Services,12.27,9
F006,2025-06-30,IT,9.53,4
F006,2025-06-30,FMCG,3.49,2
F006,2025-06-30,Healthcare,17.42,1
F006,2025-06-30,Energy,29.69,12
F006,2025-06-30,Automobiles,6.51,9
F006,2025-06-30,Metals,6.65,3
F006,2025-06-30,Telecom,2.82,2
F006,2025-06-30,Real Estate,7.0,10
F006,2025-06-30,Infrastructure,4.62,1
F006,2025-09-30,Financial Services,5.61,2
F006,2025-09-30,IT,1.08,1
F006,2025-09-30,FMCG,4.54,2
F006,2025-09-30,Healthcare,3.44,1
F006,2025-09-30,Energy,12.17,12
F006,2025-09-30,Automobiles,14.35,7
F006,2025-09-30,Metals,14.62,12
F006,2025-09-30,Telecom,7.66,6
F006,2025-09-30,Real Estate,8.52,3
F006,2025-09-30,Infrastructure,28.01,6
F006,2025-12-31,Financial Services,3.44,1
F006,2025-12-31,IT,23.42,3
F006,2025-12-31,FMCG,3.08,4
F006,2025-12-31,Healthcare,5.58,6
F006,2025-12-31,Energy,0.27,12
F006,2025-12-31,Automobiles,5.63,3
F006,2025-12-31,Metals,10.14,11
F006,2025-12-31,Telecom,15.18,2
F006,2025-12-31,Real Estate,31.49,5
F006,2025-12-31,Infrastructure,1.76,5
F006,2026-03-31,Financial Services,9.49,9
F006,2026-03-31,IT,6.64,9
F006,2026-03-31,FMCG,9.19,9
F006,2026-03-31,Healthcare,1.9,10
F006,2026-03-31,Energy,21.48,1
F006,2026-03-31,Automobiles,26.62,8
F006,2026-03-31,Metals,6.62,5
F006,2026-03-31,Telecom,3.65,8
F006,2026-03-31,Real Estate,1.68,7
F006,2026-03-31,Infrastructure,12.75,4
F006,2026-06-30,Financial Services,2.44,11
F006,2026-06-30,IT,15.64,11
F006,2026-06-30,FMCG,7.24,2
F006,2026-06-30,Healthcare,6.75,2
F006,2026-06-30,Energy,5.33,8
F006,2026-06-30,Automobiles,0.3,11
F006,2026-06-30,Metals,17.49,10
F006,2026-06-30,Telecom,6.43,7
F006,2026-06-30,Real Estate,33.36,12
F006,2026-06-30,Infrastructure,5.02,4
F007,2022-03-31,Financial Services,7.69,9
F007,2022-03-31,IT,0.36,2
F007,2022-03-31,FMCG,6.21,8
F007,2022-03-31,Healthcare,8.99,2
F007,2022-03-31,Energy,9.37,7
F007,2022-03-31,Automobiles,9.13,8
F007,2022-03-31,Metals,1.59,6
F007,2022-03-31,Telecom,23.02,1
F007,2022-03-31,Real Estate,33.15,9
F007,2022-03-31,Infrastructure,0.49,8
F007,2022-06-30,Financial Services,25.28,6
F007,2022-06-30,IT,3.14,10
F007,2022-06-30,FMCG,10.72,11
F007,2022-06-30,Healthcare,3.79,4
F007,2022-06-30,Energy,31.51,12
F007,2022-06-30,Automobiles,0.98,10
F007,2022-06-30,Metals,6.32,4
F007,2022-06-30,Telecom,5.13,7
F007,2022-06-30,Real Estate,3.62,8
F007,2022-06-30,Infrastructure,9.52,8
F007,2022-09-30,Financial Services,1.04,8
F007,2022-09-30,IT,9.37,9
F007,2022-09-30,FMCG,29.28,8
F007,2022-09-30,Healthcare,12.13,11
F007,2022-09-30,Energy,14.61,5
F007,2022-09-30,Automobiles,3.31,1
F007,2022-09-30,Metals,2.92,10
F007,2022-09-30,Telecom,5.41,10
F007,2022-09-30,Real Estate,0.35,3
F007,2022-09-30,Infrastructure,21.59,5
F007,2022-12-31,Financial Services,1.9,2
F007,2022-12-31,IT,28.55,7
F007,2022-12-31,FMCG,1.07,5
F007,2022-12-31,Healthcare,21.16,8
F007,2022-12-31,Energy,2.02,8
F007,2022-12-31,Automobiles,0.48,11
F007,2022-12-31,Metals,15.55,3
F007,2022-12-31,Telecom,4.02,4
F007,2022-12-31,Real Estate,15.34,9
F007,2022-12-31,Infrastructure,9.91,3
F007,2023-03-31,Financial Services,1.39,4
F007,2023-03-31,IT,32.4,10
F007,2023-03-31,FMCG,7.25,2
F007,2023-03-31,Healthcare,15.97,2
F007,2023-03-31,Energy,8.37,7
F007,2023-03-31,Automobiles,11.17,1
F007,2023-03-31,Metals,4.34,1
F007,2023-03-31,Telecom,2.69,8
F007,2023-03-31,Real Estate,9.42,3
F007,2023-03-31,Infrastructure,6.99,4
F007,2023-06-30,Financial Services,5.05,7
F007,2023-06-30,IT,11.41,6
F007,2023-06-30,FMCG,11.99,7
F007,2023-06-30,Healthcare,0.48,6
F007,2023-06-30,Energy,4.23,9
F007,2023-06-30,Automobiles,5.42,8
F007,2023-06-30,Metals,1.04,4
F007,2023-06-30,Telecom,2.75,12
F007,2023-06-30,Real Estate,0.54,1
F007,2023-06-30,Infrastructure,57.08,11
F007,2023-09-30,Financial Services,13.26,12
F007,2023-09-30,IT,0.91,12
F007,2023-09-30,FMCG,0.2,11
F007,2023-09-30,Healthcare,12.63,5
F007,2023-09-30,Energy,5.75,3
F007,2023-09-30,Automobiles,15.37,1
F007,2023-09-30,Metals,25.56,11
F007,2023-09-30,Telecom,9.09,6
F007,2023-09-30,Real Estate,2.06,2
F007,2023-09-30,Infrastructure,15.16,6
F007,2023-12-31,Financial Services,24.52,12
F007,2023-12-31,IT,6.82,12
F007,2023-12-31,FMCG,9.01,2
F007,2023-12-31,Healthcare,3.24,7
F007,2023-12-31,Energy,3.78,9
F007,2023-12-31,Automobiles,10.43,10
F007,2023-12-31,Metals,20.66,6
F007,2023-12-31,Telecom,7.8,1
F007,2023-12-31,Real Estate,12.26,3
F007,2023-12-31,Infrastructure,1.48,5
F007,2024-03-31,Financial Services,3.12,3
F007,2024-03-31,IT,9.96,4
F007,2024-03-31,FMCG,2.55,1
F007,2024-03-31,Healthcare,13.21,1
F007,2024-03-31,Energy,4.52,11
F007,2024-03-31,Automobiles,20.56,2
F007,2024-03-31,Metals,21.65,11
F007,2024-03-31,Telecom,8.17,11
F007,2024-03-31,Real Estate,2.62,3
F007,2024-03-31,Infrastructure,13.64,11
F007,2024-06-30,Financial Services,45.68,4
F007,2024-06-30,IT,9.02,2
F007,2024-06-30,FMCG,0.34,11
F007,2024-06-30,Healthcare,0.16,4
F007,2024-06-30,Energy,3.58,10
F007,2024-06-30,Automobiles,2.02,2
F007,2024-06-30,Metals,15.53,11
F007,2024-06-30,Telecom,17.25,3
F007,2024-06-30,Real Estate,2.77,3
F007,2024-06-30,Infrastructure,3.65,2
F007,2024-09-30,Financial Services,3.08,6
F007,2024-09-30,IT,27.28,7
F007,2024-09-30,FMCG,7.97,8
F007,2024-09-30,Healthcare,12.18,12
F007,2024-09-30,Energy,6.13,5
F007,2024-09-30,Automobiles,11.38,11
F007,2024-09-30,Metals,5.56,9
F007,2024-09-30,Telecom,4.74,3
F007,2024-09-30,Real Estate,11.49,2
F007,2024-09-30,Infrastructure,10.2,4
F007,2024-12-31,Financial Services,5.62,1
F007,2024-12-31,IT,2.62,6
F007,2024-12-31,FMCG,7.43,10
F007,2024-12-31,Healthcare,8.67,8
F007,2024-12-31,Energy,16.02,1
F007,2024-12-31,Automobiles,39.77,7
F007,2024-12-31,Metals,0.6,7
F007,2024-12-31,Telecom,4.52,5
F007,2024-12-31,Real Estate,3.48,3
F007,2024-12-31,Infrastructure,11.28,9
F007,2025-03-31,Financial Services,3.76,12
F007,2025-03-31,IT,8.75,9
F007,2025-03-31,FMCG,1.86,9
F007,2025-03-31,Healthcare,6.05,12
F007,2025-03-31,Energy,14.43,10
F007,2025-03-31,Automobiles,16.19,10
F007,2025-03-31,Metals,21.37,1
F007,2025-03-31,Telecom,9.95,1
F007,2025-03-31,Real Estate,15.85,11
F007,2025-03-31,Infrastructure,1.79,6
F007,2025-06-30,Financial Services,1.57,6
F007,2025-06-30,IT,0.05,1
F007,2025-06-30,FMCG,8.76,3
F007,2025-06-30,Healthcare,19.8,7
F007,2025-06-30,Energy,1.48,1
F007,2025-06-30,Automobiles,7.24,11
F007,2025-06-30,Metals,9.8,7
F007,2025-06-30,Telecom,18.75,9
F007,2025-06-30,Real Estate,7.43,6
F007,2025-06-30,Infrastructure,25.12,8
F007,2025-09-30,Financial Services,5.74,6
F007,2025-09-30,IT,5.85,7
F007,2025-09-30,FMCG,10.63,1
F007,2025-09-30,Healthcare,6.57,11
F007,2025-09-30,Energy,0.02,7
F007,2025-09-30,Automobiles,17.86,10
F007,2025-09-30,Metals,18.91,9
F007,2025-09-30,Telecom,18.65,5
F007,2025-09-30,Real Estate,5.74,4
F007,2025-09-30,Infrastructure,10.03,1
F007,2025-12-31,Financial Services,4.09,4
F007,2025-12-31,IT,0.15,7
F007,2025-12-31,FMCG,7.57,11
F007,2025-12-31,Healthcare,1.21,5
F007,2025-12-31,Energy,0.76,11
F007,2025-12-31,Automobiles,12.9,2
F007,2025-12-31,Metals,0.09,6
F007,2025-12-31,Telecom,29.26,9
F007,2025-12-31,Real Estate,6.63,12
F007,2025-12-31,Infrastructure,37.33,9
F007,2026-03-31,Financial Services,0.87,10
F007,2026-03-31,IT,12.69,7
F007,2026-03-31,FMCG,6.23,6
F007,2026-03-31,Healthcare,26.88,3
F007,2026-03-31,Energy,6.5,3
F007,2026-03-31,Automobiles,4.37,9
F007,2026-03-31,Metals,28.24,3
F007,2026-03-31,Telecom,6.8,3
F007,2026-03-31,Real Estate,0.25,4
F007,2026-03-31,Infrastructure,7.17,5
F007,2026-06-30,Financial Services,18.73,4
F007,2026-06-30,IT,5.17,7
F007,2026-06-30,FMCG,9.97,3
F007,2026-06-30,Healthcare,1.03,12
F007,2026-06-30,Energy,15.63,10
F007,2026-06-30,Automobiles,24.88,4
F007,2026-06-30,Metals,9.4,4
F007,2026-06-30,Telecom,9.6,7
F007,2026-06-30,Real Estate,1.63,12
F007,2026-06-30,Infrastructure,3.97,8
F008,2022-03-31,Financial Services,1.8,9
F008,2022-03-31,IT,7.06,4
F008,2022-03-31,FMCG,8.09,12
F008,2022-03-31,Healthcare,31.94,11
F008,2022-03-31,Energy,0.82,12
F008,2022-03-31,Automobiles,9.83,5
F008,2022-03-31,Metals,8.03,1
F008,2022-03-31,Telecom,7.8,1
F008,2022-03-31,Real Estate,22.17,3
F008,2022-03-31,Infrastructure,2.47,6
F008,2022-06-30,Financial Services,0.91,8
F008,2022-06-30,IT,24.26,10
F008,2022-06-30,FMCG,9.21,11
F008,2022-06-30,Healthcare,0.39,11
F008,2022-06-30,Energy,6.3,11
F008,2022-06-30,Automobiles,8.05,1
F008,2022-06-30,Metals,20.86,5
F008,2022-06-30,Telecom,4.12,2
F008,2022-06-30,Real Estate,11.59,12
F008,2022-06-30,Infrastructure,14.33,4
F008,2022-09-30,Financial Services,4.01,8
F008,2022-09-30,IT,23.79,9
F008,2022-09-30,FMCG,0.3,9
F008,2022-09-30,Healthcare,19.67,9
F008,2022-09-30,Energy,5.69,10
F008,2022-09-30,Automobiles,10.36,10
F008,2022-09-30,Metals,3.67,5
F008,2022-09-30,Telecom,3.95,4
F008,2022-09-30,Real Estate,13.79,11
F008,2022-09-30,Infrastructure,14.76,12
F008,2022-12-31,Financial Services,3.03,11
F008,2022-12-31,IT,2.46,3
F008,2022-12-31,FMCG,7.61,11
F008,2022-12-31,Healthcare,25.57,5
F008,2022-12-31,Energy,4.32,12
F008,2022-12-31,Automobiles,11.71,11
F008,2022-12-31,Metals,13.66,5
F008,2022-12-31,Telecom,16.73,2
F008,2022-12-31,Real Estate,9.21,4
F008,2022-12-31,Infrastructure,5.71,5
F008,2023-03-31,Financial Services,31.26,10
F008,2023-03-31,IT,8.66,3
F008,2023-03-31,FMCG,11.95,12
F008,2023-03-31,Healthcare,3.88,5
F008,2023-03-31,Energy,10.16,12
F008,2023-03-31,Automobiles,2.73,5
F008,2023-03-31,Metals,2.58,4
F008,2023-03-31,Telecom,11.49,8
F008,2023-03-31,Real Estate,6.75,9
F008,2023-03-31,Infrastructure,10.54,4
F008,2023-06-30,Financial Services,4.08,9
F008,2023-06-30,IT,11.85,6
F008,2023-06-30,FMCG,7.62,11
F008,2023-06-30,Healthcare,11.8,9
F008,2023-06-30,Energy,4.46,9
F008,2023-06-30,Automobiles,16.32,7
F008,2023-06-30,Metals,21.28,9
F008,2023-06-30,Telecom,3.91,5
F008,2023-06-30,Real Estate,4.64,1
F008,2023-06-30,Infrastructure,14.05,3
F008,2023-09-30,Financial Services,13.11,2
F008,2023-09-30,IT,13.42,5
F008,2023-09-30,FMCG,12.65,10
F008,2023-09-30,Healthcare,5.5,12
F008,2023-09-30,Energy,5.53,8
F008,2023-09-30,Automobiles,3.24,6
F008,2023-09-30,Metals,1.88,2
F008,2023-09-30,Telecom,13.0,11
F008,2023-09-30,Real Estate,1.08,12
F008,2023-09-30,Infrastructure,30.6,2
F008,2023-12-31,Financial Services,11.88,7
F008,2023-12-31,IT,13.21,1
F008,2023-12-31,FMCG,16.08,9
F008,2023-12-31,Healthcare,3.56,6
F008,2023-12-31,Energy,12.72,3
F008,2023-12-31,Automobiles,1.17,10
F008,2023-12-31,Metals,0.15,1
F008,2023-12-31,Telecom,10.42,8
F008,2023-12-31,Real Estate,0.53,12
F008,2023-12-31,Infrastructure,30.29,4
F008,2024-03-31,Financial Services,14.99,9
F008,2024-03-31,IT,18.68,2
F008,2024-03-31,FMCG,3.76,2
F008,2024-03-31,Healthcare,14.95,7
F008,2024-03-31,Energy,0.59,3
F008,2024-03-31,Automobiles,24.27,12
F008,2024-03-31,Metals,2.48,12
F008,2024-03-31,Telecom,15.95,11
F008,2024-03-31,Real Estate,3.39,3
F008,2024-03-31,Infrastructure,0.95,11
F008,2024-06-30,Financial Services,10.3,2
F008,2024-06-30,IT,2.91,7
F008,2024-06-30,FMCG,20.5,10
F008,2024-06-30,Healthcare,4.25,5
F008,2024-06-30,Energy,6.58,8
F008,2024-06-30,Automobiles,13.14,10
F008,2024-06-30,Metals,5.26,9
F008,2024-06-30,Telecom,7.45,2
F008,2024-06-30,Real Estate,26.52,10
F008,2024-06-30,Infrastructure,3.1,9
F008,2024-09-30,Financial Services,1.44,4
F008,2024-09-30,IT,6.66,7
F008,2024-09-30,FMCG,9.24,1
F008,2024-09-30,Healthcare,13.09,6
F008,2024-09-30,Energy,7.8,11
F008,2024-09-30,Automobiles,26.11,8
F008,2024-09-30,Metals,0.67,9
F008,2024-09-30,Telecom,9.46,7
F008,2024-09-30,Real Estate,8.06,6
F008,2024-09-30,Infrastructure,17.46,9
F008,2024-12-31,Financial Services,32.09,2
F008,2024-12-31,IT,6.76,3
F008,2024-12-31,FMCG,41.03,5
F008,2024-12-31,Healthcare,3.41,12
F008,2024-12-31,Energy,0.3,10
F008,2024-12-31,Automobiles,1.71,2
F008,2024-12-31,Metals,4.76,3
F008,2024-12-31,Telecom,3.6,7
F008,2024-12-31,Real Estate,0.97,10
F008,2024-12-31,Infrastructure,5.37,9
F008,2025-03-31,Financial Services,5.96,11
F008,2025-03-31,IT,1.89,8
F008,2025-03-31,FMCG,5.08,1
F008,2025-03-31,Healthcare,31.44,11
F008,2025-03-31,Energy,5.2,9
F008,2025-03-31,Automobiles,18.09,9
F008,2025-03-31,Metals,13.69,4
F008,2025-03-31,Telecom,8.05,3
F008,2025-03-31,Real Estate,3.95,4
F008,2025-03-31,Infrastructure,6.66,7
F008,2025-06-30,Financial Services,10.08,11
F008,2025-06-30,IT,4.85,10
F008,2025-06-30,FMCG,2.72,2
F008,2025-06-30,Healthcare,1.39,5
F008,2025-06-30,Energy,23.8,10
F008,2025-06-30,Automobiles,6.52,4
F008,2025-06-30,Metals,11.03,6
F008,2025-06-30,Telecom,7.57,5
F008,2025-06-30,Real Estate,23.15,12
F008,2025-06-30,Infrastructure,8.9,9
F008,2025-09-30,Financial Services,6.08,12
F008,2025-09-30,IT,23.99,12
F008,2025-09-30,FMCG,11.8,8
F008,2025-09-30,Healthcare,1.1,1
F008,2025-09-30,Energy,1.82,1
F008,2025-09-30,Automobiles,14.36,6
F008,2025-09-30,Metals,16.77,2
F008,2025-09-30,Telecom,7.31,11
F008,2025-09-30,Real Estate,7.5,1
F008,2025-09-30,Infrastructure,9.28,8
F008,2025-12-31,Financial Services,6.0,11
F008,2025-12-31,IT,11.83,3
F008,2025-12-31,FMCG,1.19,7
F008,2025-12-31,Healthcare,33.75,4
F008,2025-12-31,Energy,14.4,11
F008,2025-12-31,Automobiles,10.35,11
F008,2025-12-31,Metals,3.95,12
F008,2025-12-31,Telecom,1.82,2
F008,2025-12-31,Real Estate,5.46,12
F008,2025-12-31,Infrastructure,11.25,6
F008,2026-03-31,Financial Services,11.5,1
F008,2026-03-31,IT,5.52,12
F008,2026-03-31,FMCG,10.88,7
F008,2026-03-31,Healthcare,19.24,5
F008,2026-03-31,Energy,0.3,6
F008,2026-03-31,Automobiles,6.86,7
F008,2026-03-31,Metals,16.27,12
F008,2026-03-31,Telecom,9.04,5
F008,2026-03-31,Real Estate,12.07,11
F008,2026-03-31,Infrastructure,8.32,4
F008,2026-06-30,Financial Services,36.67,1
F008,2026-06-30,IT,0.43,9
F008,2026-06-30,FMCG,5.15,8
F008,2026-06-30,Healthcare,0.73,4
F008,2026-06-30,Energy,1.33,12
F008,2026-06-30,Automobiles,3.68,6
F008,2026-06-30,Metals,1.29,3
F008,2026-06-30,Telecom,25.26,11
F008,2026-06-30,Real Estate,22.35,4
F008,2026-06-30,Infrastructure,3.12,1
F009,2022-03-31,Financial Services,8.03,11
F009,2022-03-31,IT,6.0,5
F009,2022-03-31,FMCG,13.3,12
F009,2022-03-31,Healthcare,7.77,8
F009,2022-03-31,Energy,0.0,5
F009,2022-03-31,Automobiles,11.33,12
F009,2022-03-31,Metals,10.81,11
F009,2022-03-31,Telecom,5.61,7
F009,2022-03-31,Real Estate,18.35,7
F009,2022-03-31,Infrastructure,18.81,2
F009,2022-06-30,Financial Services,4.63,1
F009,2022-06-30,IT,5.84,12
F009,2022-06-30,FMCG,35.31,7
F009,2022-06-30,Healthcare,2.21,12
F009,2022-06-30,Energy,2.45,8
F009,2022-06-30,Automobiles,1.26,3
F009,2022-06-30,Metals,14.11,7
F009,2022-06-30,Telecom,8.51,9
F009,2022-06-30,Real Estate,0.7,3
F009,2022-06-30,Infrastructure,24.98,8
F009,2022-09-30,Financial Services,11.82,11
F009,2022-09-30,IT,17.11,2
F009,2022-09-30,FMCG,0.44,3
F009,2022-09-30,Healthcare,6.33,9
F009,2022-09-30,Energy,10.8,3
F009,2022-09-30,Automobiles,7.05,9
F009,2022-09-30,Metals,9.89,4
F009,2022-09-30,Telecom,15.33,8
F009,2022-09-30,Real Estate,4.22,7
F009,2022-09-30,Infrastructure,17.0,3
F009,2022-12-31,Financial Services,3.04,11
F009,2022-12-31,IT,5.4,7
F009,2022-12-31,FMCG,0.76,1
F009,2022-12-31,Healthcare,7.75,11
F009,2022-12-31,Energy,8.17,5
F009,2022-12-31,Automobiles,27.98,6
F009,2022-12-31,Metals,18.1,1
F009,2022-12-31,Telecom,9.81,9
F009,2022-12-31,Real Estate,18.05,2
F009,2022-12-31,Infrastructure,0.93,8
F009,2023-03-31,Financial Services,1.81,1
F009,2023-03-31,IT,8.96,3
F009,2023-03-31,FMCG,9.32,5
F009,2023-03-31,Healthcare,13.53,3
F009,2023-03-31,Energy,4.69,12
F009,2023-03-31,Automobiles,11.66,3
F009,2023-03-31,Metals,10.47,9
F009,2023-03-31,Telecom,30.07,7
F009,2023-03-31,Real Estate,2.2,12
F009,2023-03-31,Infrastructure,7.29,11
F009,2023-06-30,Financial Services,8.19,3
F009,2023-06-30,IT,58.8,8
F009,2023-06-30,FMCG,2.0,3
F009,2023-06-30,Healthcare,6.59,11
F009,2023-06-30,Energy,3.78,2
F009,2023-06-30,Automobiles,6.64,5
F009,2023-06-30,Metals,2.35,7
F009,2023-06-30,Telecom,0.43,2
F009,2023-06-30,Real Estate,7.56,3
F009,2023-06-30,Infrastructure,3.64,4
F009,2023-09-30,Financial Services,1.89,1
F009,2023-09-30,IT,3.69,3
F009,2023-09-30,FMCG,0.48,8
F009,2023-09-30,Healthcare,28.34,4
F009,2023-09-30,Energy,8.21,12
F009,2023-09-30,Automobiles,15.9,3
F009,2023-09-30,Metals,5.19,11
F009,2023-09-30,Telecom,22.03,2
F009,2023-09-30,Real Estate,6.23,8
F009,2023-09-30,Infrastructure,8.05,1
F009,2023-12-31,Financial Services,10.85,8
F009,2023-12-31,IT,21.18,6
F009,2023-12-31,FMCG,13.4,2
F009,2023-12-31,Healthcare,5.08,7
F009,2023-12-31,Energy,2.52,7
F009,2023-12-31,Automobiles,14.93,4
F009,2023-12-31,Metals,10.77,12
F009,2023-12-31,Telecom,1.62,9
F009,2023-12-31,Real Estate,8.07,2
F009,2023-12-31,Infrastructure,11.59,5
F009,2024-03-31,Financial Services,14.18,4
F009,2024-03-31,IT,0.64,7
F009,2024-03-31,FMCG,3.46,1
F009,2024-03-31,Healthcare,13.98,10
F009,2024-03-31,Energy,8.45,1
F009,2024-03-31,Automobiles,2.77,3
F009,2024-03-31,Metals,15.09,10
F009,2024-03-31,Telecom,5.5,12
F009,2024-03-31,Real Estate,5.58,3
F009,2024-03-31,Infrastructure,30.35,8
F009,2024-06-30,Financial Services,29.16,12
F009,2024-06-30,IT,4.4,8
F009,2024-06-30,FMCG,1.5,1
F009,2024-06-30,Healthcare,3.91,6
F009,2024-06-30,Energy,0.31,6
F009,2024-06-30,Automobiles,0.21,6
F009,2024-06-30,Metals,4.99,12
F009,2024-06-30,Telecom,28.08,12
F009,2024-06-30,Real Estate,20.34,7
F009,2024-06-30,Infrastructure,7.1,7
F009,2024-09-30,Financial Services,13.51,11
F009,2024-09-30,IT,0.1,11
F009,2024-09-30,FMCG,3.94,5
F009,2024-09-30,Healthcare,0.41,9
F009,2024-09-30,Energy,22.78,3
F009,2024-09-30,Automobiles,2.55,3
F009,2024-09-30,Metals,32.98,2
F009,2024-09-30,Telecom,16.72,5
F009,2024-09-30,Real Estate,4.23,5
F009,2024-09-30,Infrastructure,2.78,6
F009,2024-12-31,Financial Services,6.1,4
F009,2024-12-31,IT,14.26,5
F009,2024-12-31,FMCG,7.82,10
F009,2024-12-31,Healthcare,2.64,6
F009,2024-12-31,Energy,5.46,10
F009,2024-12-31,Automobiles,2.3,11
F009,2024-12-31,Metals,43.62,3
F009,2024-12-31,Telecom,8.53,3
F009,2024-12-31,Real Estate,5.88,3
F009,2024-12-31,Infrastructure,3.4,9
F009,2025-03-31,Financial Services,11.45,6
F009,2025-03-31,IT,4.97,1
F009,2025-03-31,FMCG,0.35,6
F009,2025-03-31,Healthcare,5.98,12
F009,2025-03-31,Energy,31.72,11
F009,2025-03-31,Automobiles,11.71,10
F009,2025-03-31,Metals,1.04,1
F009,2025-03-31,Telecom,25.73,10
F009,2025-03-31,Real Estate,3.73,7
F009,2025-03-31,Infrastructure,3.32,3
F009,2025-06-30,Financial Services,4.07,7
F009,2025-06-30,IT,9.95,8
F009,2025-06-30,FMCG,9.09,7
F009,2025-06-30,Healthcare,7.81,11
F009,2025-06-30,Energy,14.61,6
F009,2025-06-30,Automobiles,4.4,8
F009,2025-06-30,Metals,17.61,6
F009,2025-06-30,Telecom,2.23,5
F009,2025-06-30,Real Estate,17.64,1
F009,2025-06-30,Infrastructure,12.6,9
F009,2025-09-30,Financial Services,15.54,6
F009,2025-09-30,IT,8.88,10
F009,2025-09-30,FMCG,14.86,1
F009,2025-09-30,Healthcare,1.12,1
F009,2025-09-30,Energy,25.78,11
F009,2025-09-30,Automobiles,0.77,8
F009,2025-09-30,Metals,2.18,10
F009,2025-09-30,Telecom,11.62,9
F009,2025-09-30,Real Estate,18.18,3
F009,2025-09-30,Infrastructure,1.07,11
F009,2025-12-31,Financial Services,13.78,3
F009,2025-12-31,IT,19.75,10
F009,2025-12-31,FMCG,5.06,8
F009,2025-12-31,Healthcare,3.57,8
F009,2025-12-31,Energy,7.35,10
F009,2025-12-31,Automobiles,2.16,5
F009,2025-12-31,Metals,3.69,4
F009,2025-12-31,Telecom,13.47,6
F009,2025-12-31,Real Estate,16.93,12
F009,2025-12-31,Infrastructure,14.23,12
F009,2026-03-31,Financial Services,3.92,12
F009,2026-03-31,IT,3.4,5
F009,2026-03-31,FMCG,4.55,6
F009,2026-03-31,Healthcare,7.49,6
F009,2026-03-31,Energy,4.85,7
F009,2026-03-31,Automobiles,6.03,11
F009,2026-03-31,Metals,12.47,8
F009,2026-03-31,Telecom,18.5,1
F009,2026-03-31,Real Estate,17.11,4
F009,2026-03-31,Infrastructure,21.67,11
F009,2026-06-30,Financial Services,0.36,8
F009,2026-06-30,IT,0.54,5
F009,2026-06-30,FMCG,17.16,1
F009,2026-06-30,Healthcare,8.39,1
F009,2026-06-30,Energy,9.51,2
F009,2026-06-30,Automobiles,0.6,6
F009,2026-06-30,Metals,3.25,3
F009,2026-06-30,Telecom,11.2,12
F009,2026-06-30,Real Estate,21.59,5
F009,2026-06-30,Infrastructure,27.41,6
