txn_id,investor_id,fund_id,txn_date,txn_type,amount,units,nav_at_txn,city,city_tier,age,gender,kyc_status,risk_profile,folio_no,kyc_valid,txn_month
TXN0009363,INV01552,F008,2025-12-03,Lumpsum,300629.19,2987.0169,100.6453,Nashik,B30,41,M,Rejected,Conservative,FOLIO892101,False,2025-12
TXN0009364,INV01121,F009,2024-07-23,Stp,43766.51,552.9426,79.152,Nagpur,B30,50,M,Pending,Conservative,FOLIO101921,True,2024-07
TXN0009365,INV01382,F004,2023-12-26,Switch,36308.75,192.3609,188.7533,Guwahati,B30,64,M,Verified,Conservative,FOLIO743476,True,2023-12
TXN0009366,INV01260,F006,2022-10-01,Sip,500.0,25.0712,19.9432,Nashik,B30,55,M,Verified,Aggressive,FOLIO694367,True,2022-10
TXN0009367,INV00887,F004,2022-06-24,Lumpsum,391684.68,24446.7129,16.022,Kochi,B30,25,F,Verified,Moderate,FOLIO765767,True,2022-06
TXN0009368,INV00828,F004,2023-02-09,Stp,92376.73,1098.5266,84.0915,Amritsar,B30,34,F,Verified,Moderate,FOLIO749628,True,2023-02
TXN0009369,INV00461,F008,2023-03-23,Stp,32422.32,1185.3602,27.3523,Visakhapatnam,B30,59,F,Verified,Moderate,FOLIO644563,True,2023-03
TXN0009370,INV00086,F001,2024-03-28,Sip,5000.0,67.8682,73.6722,Ranchi,B30,55,F,Verified,Aggressive,FOLIO597362,True,2024-03
TXN0009371,INV00409,F001,2022-09-13,Lumpsum,413595.29,3057.0193,135.2936,Nashik,B30,57,M,Verified,Moderate,FOLIO956253,True,2022-09
TXN0009372,INV01144,F010,2022-11-17,Sip,5000.0,117.1737,42.6717,Surat,T30,46,M,Verified,Conservative,FOLIO410563,True,2022-11
TXN0009373,INV00946,F002,2023-12-15,Lumpsum,166356.3,5087.1652,32.7012,Nagpur,B30,23,M,Pending,Conservative,FOLIO763617,True,2023-12
TXN0009374,INV00326,F009,2024-01-09,Sip,5000.0,25.4608,196.3803,Lucknow,B30,24,M,Verified,Aggressive,FOLIO561517,True,2024-01
TXN0009375,INV01489,F002,2022-07-02,Lumpsum,474621.97,5405.2595,87.8074,Varanasi,B30,44,F,Verified,Conservative,FOLIO948639,True,2022-07
TXN0009376,INV01640,F001,2022-09-16,Sip,1000.0,9.1539,109.2431,Rajkot,B30,45,F,Verified,Moderate,FOLIO943870,True,2022-09
TXN0009377,INV01859,F002,2025-07-22,Redemption,21524.18,116.463,184.8156,Ranchi,B30,39,M,Verified,Aggressive,FOLIO669501,True,2025-07
TXN0009378,INV00480,F010,2023-09-20,Stp,50472.8,711.849,70.9038,Nagpur,B30,27,F,Verified,Conservative,FOLIO808997,True,2023-09
TXN0009379,INV00205,F003,2025-04-04,Lumpsum,493852.61,42958.2597,11.4961,Indore,B30,57,F,Verified,Conservative,FOLIO117682,True,2025-04
TXN0009380,INV01071,F003,2024-10-16,Sip,500.0,3.9651,126.1002,Pune,T30,31,M,Pending,Conservative,FOLIO961887,True,2024-10
TXN0009381,INV00638,F005,2023-04-25,Sip,3000.0,62.0484,48.3494,Nagpur,B30,27,M,Verified,Aggressive,FOLIO134991,True,2023-04
TXN0009382,INV01210,F001,2024-03-29,Sip,5000.0,26.179,190.9928,Rajkot,B30,55,F,Verified,Aggressive,FOLIO867435,True,2024-03
TXN0009383,INV00464,F010,2022-04-07,Sip,500.0,3.7713,132.5803,Visakhapatnam,B30,31,M,Verified,Moderate,FOLIO996270,True,2022-04
TXN0009384,INV01871,F001,2024-03-10,Sip,500.0,7.8942,63.3376,Ranchi,B30,51,F,Verified,Conservative,FOLIO621087,True,2024-03
TXN0009385,INV00415,F001,2022-04-12,Stp,11269.71,172.7138,65.2508,Bhopal,B30,62,M,Verified,Conservative,FOLIO746780,True,2022-04
TXN0009386,INV01473,F002,2023-10-04,Lumpsum,181011.63,1009.8498,179.2461,Rajkot,B30,46,M,Verified,Aggressive,FOLIO539031,True,2023-10
TXN0009387,INV01787,F008,2023-05-30,Sip,500.0,3.0728,162.718,Lucknow,B30,44,F,Verified,Moderate,FOLIO405742,True,2023-05
TXN0009388,INV00704,F003,2026-08-02,Lumpsum,103658.32,1134.1601,91.3965,Bhubaneswar,B30,54,M,Verified,Aggressive,FOLIO737119,True,2026-08
TXN0009389,INV00019,F004,2024-04-19,Sip,3000.0,16.0054,187.4367,Lucknow,B30,59,M,Verified,Moderate,FOLIO632953,True,2024-04
TXN0009390,INV00607,F005,2022-09-04,Switch,13773.72,260.907,52.7917,Ludhiana,B30,43,M,Verified,Aggressive,FOLIO778589,True,2022-09
TXN0009391,INV00857,F003,2023-04-18,Lumpsum,485131.42,3202.0692,151.5056,Kochi,B30,61,F,Pending,Aggressive,FOLIO382446,True,2023-04
TXN0009392,INV00670,F010,2024-03-08,Redemption,167925.56,1818.2026,92.358,Guwahati,B30,30,M,Verified,Conservative,FOLIO992940,True,2024-03
TXN0009393,INV01285,F004,2023-11-13,Stp,70577.66,518.2057,136.1962,Rajkot,B30,47,F,Verified,Conservative,FOLIO837152,True,2023-11
TXN0009394,INV00939,F005,2024-12-14,Redemption,97449.27,1144.0501,85.1792,Surat,T30,65,F,Verified,Moderate,FOLIO920074,True,2024-12
TXN0009395,INV01986,F001,2026-04-25,Redemption,150727.41,758.9738,198.5937,Surat,T30,23,M,Verified,Moderate,FOLIO472197,True,2026-04
TXN0009396,INV01454,F010,2022-12-06,Lumpsum,314832.02,5190.4979,60.6555,Hyderabad,T30,39,F,Verified,Conservative,FOLIO874007,True,2022-12
TXN0009397,INV01809,F002,2024-07-16,Switch,30402.82,161.2249,188.574,Ahmedabad,T30,52,M,Verified,Moderate,FOLIO352220,True,2024-07
TXN0009398,INV00375,F008,2023-05-07,Lumpsum,267995.8,1429.8808,187.4253,Vadodara,B30,24,F,Verified,Aggressive,FOLIO539557,True,2023-05
TXN0009399,INV00153,F001,2022-04-26,Lumpsum,161403.16,2805.138,57.5384,Ranchi,B30,64,F,Verified,Aggressive,FOLIO248855,True,2022-04
TXN0009400,INV01947,F008,2022-03-27,Stp,60104.43,3463.021,17.3561,Guwahati,B30,32,F,Verified,Conservative,FOLIO784560,True,2022-03
TXN0009401,INV00229,F004,2022-07-03,Stp,46688.72,256.0248,182.3601,Pune,T30,55,F,Verified,Moderate,FOLIO637266,True,2022-07
TXN0009402,INV01898,F001,2022-11-08,Redemption,1175.8,29.3118,40.1135,Ludhiana,B30,64,M,Verified,Conservative,FOLIO826209,True,2022-11
TXN0009403,INV01351,F007,2023-08-22,Sip,500.0,2.6694,187.308,Mysuru,B30,41,F,Verified,Conservative,FOLIO652845,True,2023-08
TXN0009404,INV01844,F009,2025-10-25,Lumpsum,207478.38,2642.1024,78.5278,Hyderabad,T30,48,F,Verified,Conservative,FOLIO139659,True,2025-10
TXN0009405,INV01485,F002,2023-12-11,Redemption,105081.29,1791.968,58.6402,Mumbai,T30,35,M,Verified,Moderate,FOLIO887449,True,2023-12
TXN0009406,INV01250,F009,2025-02-01,Lumpsum,46262.3,236.1988,195.8617,Coimbatore,B30,58,M,Verified,Conservative,FOLIO706525,True,2025-02
TXN0009407,INV00856,F008,2023-11-15,Redemption,60285.86,669.2603,90.0783,Meerut,B30,52,M,Verified,Aggressive,FOLIO821129,True,2023-11
TXN0009408,INV00429,F001,2024-10-08,Lumpsum,473013.17,2497.3284,189.4077,Meerut,B30,59,F,Verified,Aggressive,FOLIO149816,True,2024-10
TXN0009409,INV01875,F003,2025-01-21,Switch,69947.53,465.7223,150.1915,Delhi,T30,55,M,Verified,Conservative,FOLIO148098,True,2025-01
TXN0009410,INV01185,F010,2026-04-15,Lumpsum,481618.37,4495.8866,107.1242,Rajkot,B30,38,F,Verified,Aggressive,FOLIO706026,True,2026-04
TXN0009411,INV00681,F004,2024-09-08,Lumpsum,226078.69,1228.7337,183.9932,Coimbatore,B30,45,F,Verified,Conservative,FOLIO126725,True,2024-09
TXN0009412,INV00591,F006,2026-08-05,Sip,10000.0,126.7926,78.869,Pune,T30,22,F,Verified,Moderate,FOLIO327410,True,2026-08
TXN0009413,INV00998,F009,2023-09-28,Lumpsum,421719.98,4606.9491,91.54,Rajkot,B30,43,F,Verified,Moderate,FOLIO493205,True,2023-09
TXN0009414,INV01792,F005,2022-10-13,Sip,5000.0,46.5295,107.4587,Delhi,T30,39,F,Verified,Conservative,FOLIO741344,True,2022-10
TXN0009415,INV00104,F006,2023-12-20,Sip,3000.0,28.0687,106.8806,Patna,B30,61,F,Verified,Moderate,FOLIO708463,True,2023-12
TXN0009416,INV01172,F006,2025-09-03,Stp,3155.89,21.0624,149.8353,Pune,T30,35,M,Verified,Conservative,FOLIO206472,True,2025-09
TXN0009417,INV01091,F002,2023-08-16,Lumpsum,358436.08,1969.5528,181.9886,Mumbai,T30,58,M,Verified,Aggressive,FOLIO324465,True,2023-08
TXN0009418,INV00675,F001,2026-04-27,Sip,2000.0,50.8382,39.3405,Amritsar,B30,61,F,Pending,Conservative,FOLIO601981,True,2026-04
TXN0009419,INV01172,F001,2023-10-20,Switch,45394.11,4160.7404,10.9101,Pune,T30,35,M,Verified,Conservative,FOLIO830904,True,2023-10
TXN0009420,INV00917,F008,2024-09-25,Switch,11883.96,106.9664,111.0999,Amritsar,B30,37,F,Verified,Aggressive,FOLIO356720,True,2024-09
TXN0009421,INV00083,F006,2024-06-17,Sip,2000.0,68.7257,29.1012,Amritsar,B30,24,M,Verified,Moderate,INV00083_F006,True,2024-06
TXN0009422,INV00201,F007,2025-04-13,Lumpsum,197984.8,4990.1246,39.6753,Mumbai,T30,58,F,Rejected,Conservative,FOLIO940733,False,2025-04
TXN0009423,INV01487,F004,2025-03-20,Sip,5000.0,27.6574,180.7834,Indore,B30,48,M,Verified,Aggressive,FOLIO188674,True,2025-03
TXN0009424,INV00531,F003,2025-07-16,Sip,1000.0,8.001,124.9844,Surat,T30,61,M,Verified,Conservative,FOLIO267189,True,2025-07
TXN0009425,INV01306,F010,2022-11-09,Lumpsum,388962.18,1995.0433,194.9643,Kochi,B30,38,F,Verified,Aggressive,FOLIO446806,True,2022-11
TXN0009426,INV00422,F004,2025-01-22,Sip,2000.0,49.01,40.808,Mumbai,T30,22,F,Verified,Aggressive,FOLIO859644,True,2025-01
TXN0009427,INV01972,F010,2026-04-09,Lumpsum,321769.09,5384.079,59.7631,Chennai,T30,43,F,Verified,Aggressive,FOLIO312031,True,2026-04
TXN0009428,INV00683,F008,2022-08-09,Lumpsum,423396.24,2314.0313,182.9691,Indore,B30,42,F,Verified,Aggressive,FOLIO488936,True,2022-08
TXN0009429,INV00422,F004,2026-08-05,Sip,500.0,2.6204,190.8106,Mumbai,T30,22,F,Verified,Aggressive,FOLIO265527,True,2026-08
TXN0009430,INV00202,F006,2023-07-06,Redemption,182869.51,1398.8159,130.7316,Ludhiana,B30,45,F,Verified,Moderate,FOLIO667735,True,2023-07
TXN0009431,INV01346,F010,2024-09-22,Sip,3000.0,43.3628,69.1837,Coimbatore,B30,62,M,Verified,Moderate,FOLIO611686,True,2024-09
TXN0009432,INV00540,F001,2025-06-23,Sip,3000.0,97.8436,30.6612,Coimbatore,B30,55,F,Verified,Moderate,FOLIO432191,True,2025-06
TXN0009433,INV01727,F007,2025-10-16,Lumpsum,420878.8,2128.2238,197.7606,Nagpur,B30,43,M,Verified,Aggressive,FOLIO260619,True,2025-10
TXN0009434,INV00483,F003,2025-08-02,Redemption,22777.32,128.4114,177.3777,Nagpur,B30,39,F,Rejected,Conservative,INV00483_F003,False,2025-08
TXN0009435,INV00383,F005,2025-10-26,Lumpsum,257737.09,1941.5264,132.7497,Patna,B30,44,M,Verified,Moderate,FOLIO411390,True,2025-10
TXN0009436,INV00161,F007,2023-03-22,Sip,2000.0,19.6088,101.995,Indore,B30,43,M,Pending,Conservative,FOLIO191195,True,2023-03
TXN0009437,INV00578,F006,2026-07-25,Stp,85859.18,436.2943,196.7919,Visakhapatnam,B30,65,M,Verified,Conservative,FOLIO353667,True,2026-07
TXN0009438,INV00705,F006,2025-02-22,Redemption,106250.0,805.4742,131.9099,Bhopal,B30,30,F,Verified,Moderate,FOLIO602554,True,2025-02
TXN0009439,INV01574,F002,2024-03-02,Redemption,161811.39,3062.724,52.8325,Bhubaneswar,B30,61,F,Verified,Conservative,FOLIO379803,True,2024-03
TXN0009440,INV01024,F008,2025-02-26,Lumpsum,121324.03,4726.3821,25.6695,Chennai,T30,40,M,Rejected,Aggressive,FOLIO701898,False,2025-02
TXN0009441,INV00902,F006,2024-07-07,Redemption,74384.41,3405.3858,21.8432,Visakhapatnam,B30,58,F,Verified,Conservative,FOLIO407540,True,2024-07
TXN0009442,INV01701,F006,2023-02-14,Lumpsum,30934.67,295.6334,104.6386,Mysuru,B30,53,F,Verified,Aggressive,FOLIO988909,True,2023-02
TXN0009443,INV01808,F008,2022-07-21,Sip,2000.0,10.1645,196.7632,Ahmedabad,T30,42,M,Verified,Conservative,FOLIO706741,True,2022-07
TXN0009444,INV00844,F010,2022-11-06,Redemption,17850.66,131.6652,135.5761,Visakhapatnam,B30,63,M,Verified,Moderate,FOLIO907307,True,2022-11
TXN0009445,INV00347,F008,2025-07-22,Lumpsum,371808.1,6875.3808,54.0782,Varanasi,B30,37,M,Verified,Moderate,FOLIO488844,True,2025-07
TXN0009446,INV00093,F005,2024-06-22,Sip,10000.0,468.3623,21.351,Visakhapatnam,B30,30,F,Verified,Moderate,FOLIO559851,True,2024-06
TXN0009447,INV00625,F002,2023-06-22,Redemption,99541.42,553.5045,179.8385,Mumbai,T30,61,F,Rejected,Moderate,FOLIO806207,False,2023-06
TXN0009448,INV01691,F002,2025-11-08,Switch,60401.09,390.8651,154.5318,Ahmedabad,T30,57,M,Verified,Aggressive,FOLIO175369,True,2025-11
TXN0009449,INV01765,F009,2024-01-31,Lumpsum,382938.33,16050.5759,23.8582,Bengaluru,T30,40,M,Verified,Aggressive,FOLIO435270,True,2024-01
TXN0009450,INV01672,F002,2024-04-02,Sip,3000.0,27.0353,110.966,Delhi,T30,33,M,Verified,Aggressive,FOLIO673703,True,2024-04
TXN0009451,INV01173,F005,2026-01-29,Sip,1000.0,7.9134,126.3679,Pune,T30,38,F,Verified,Moderate,FOLIO497226,True,2026-01
TXN0009452,INV00321,F002,2026-03-03,Stp,94877.45,880.7627,107.7219,Ahmedabad,T30,46,F,Verified,Aggressive,FOLIO925271,True,2026-03
TXN0009453,INV01505,F008,2023-06-20,Lumpsum,385268.95,1937.6992,198.828,Hyderabad,T30,22,M,Rejected,Conservative,FOLIO425129,False,2023-06
TXN0009454,INV01805,F003,2022-04-01,Lumpsum,488348.81,7330.824,66.6158,Mumbai,T30,60,F,Verified,Conservative,FOLIO864228,True,2022-04
TXN0009455,INV01770,F009,2025-10-31,Sip,5000.0,34.9355,143.1209,Rajkot,B30,40,M,Verified,Conservative,FOLIO869822,True,2025-10
TXN0009456,INV00684,F002,2025-05-25,Sip,3000.0,31.7363,94.529,Rajkot,B30,33,M,Verified,Moderate,FOLIO832747,True,2025-05
TXN0009457,INV00973,F004,2022-01-10,Lumpsum,373630.67,2891.0912,129.2352,Pune,T30,24,M,Verified,Aggressive,FOLIO287783,True,2022-01
TXN0009458,INV00462,F010,2025-08-01,Sip,500.0,2.6423,189.2291,Chennai,T30,51,F,Verified,Aggressive,FOLIO948245,True,2025-08
TXN0009459,INV00581,F001,2022-06-20,Lumpsum,305186.9,2205.9965,138.3442,Guwahati,B30,51,F,Verified,Moderate,FOLIO768781,True,2022-06
TXN0009460,INV01436,F007,2023-06-15,Sip,2000.0,10.1785,196.4926,Visakhapatnam,B30,57,M,Verified,Conservative,FOLIO890913,True,2023-06
TXN0009461,INV01539,F005,2022-08-30,Lumpsum,468970.93,34912.1329,13.4329,Amritsar,B30,57,M,Verified,Aggressive,FOLIO812593,True,2022-08
TXN0009462,INV01463,F007,2023-07-08,Lumpsum,347493.64,3476.4841,99.9555,Lucknow,B30,50,M,Pending,Conservative,FOLIO599072,True,2023-07
TXN0009463,INV01305,F009,2026-05-24,Sip,500.0,5.2302,95.5986,Agra,B30,25,M,Verified,Aggressive,FOLIO686746,True,2026-05
TXN0009464,INV01321,F006,2026-05-08,Lumpsum,73787.0,1975.1058,37.3585,Bhubaneswar,B30,29,M,Verified,Conservative,FOLIO407749,True,2026-05
TXN0009465,INV01405,F008,2022-01-22,Switch,28790.61,350.4863,82.1448,Nashik,B30,43,F,Verified,Conservative,FOLIO767602,True,2022-01
TXN0009466,INV00937,F004,2025-07-28,Sip,3000.0,22.9769,130.5659,Mumbai,T30,31,M,Verified,Conservative,FOLIO477769,True,2025-07
TXN0009467,INV01643,F008,2026-04-08,Lumpsum,224004.0,1893.9833,118.2714,Coimbatore,B30,51,M,Verified,Moderate,FOLIO510049,True,2026-04
TXN0009468,INV00010,F009,2026-06-19,Redemption,142734.38,901.9195,158.2562,Ludhiana,B30,45,F,Verified,Moderate,FOLIO118323,True,2026-06
TXN0009469,INV01224,F004,2024-11-01,Sip,3000.0,60.5946,49.5094,Mysuru,B30,42,F,Verified,Aggressive,FOLIO893315,True,2024-11
TXN0009470,INV01439,F004,2022-12-16,Stp,84801.01,803.5544,105.5324,Kochi,B30,52,F,Verified,Aggressive,FOLIO647687,True,2022-12
TXN0009471,INV01894,F008,2022-01-31,Redemption,28375.34,1249.2376,22.7141,Varanasi,B30,39,F,Verified,Moderate,FOLIO377955,True,2022-01
TXN0009472,INV01634,F005,2026-07-02,Sip,2000.0,67.6731,29.5538,Nashik,B30,50,F,Verified,Moderate,FOLIO216331,True,2026-07
TXN0009473,INV01348,F007,2024-02-21,Lumpsum,332730.85,4483.2768,74.216,Indore,B30,36,F,Verified,Aggressive,FOLIO318128,True,2024-02
TXN0009474,INV01552,F001,2024-09-03,Sip,1000.0,8.2701,120.9175,Nashik,B30,41,M,Rejected,Conservative,FOLIO823900,False,2024-09
TXN0009475,INV00605,F006,2023-06-16,Lumpsum,69113.64,353.4974,195.5139,Surat,T30,33,M,Verified,Conservative,FOLIO378388,True,2023-06
TXN0009476,INV00432,F005,2024-09-18,Sip,1000.0,8.1678,122.432,Surat,T30,47,M,Verified,Conservative,FOLIO896488,True,2024-09
TXN0009477,INV01365,F008,2022-09-02,Redemption,48242.13,572.6998,84.2363,Indore,B30,27,F,Verified,Moderate,FOLIO303603,True,2022-09
TXN0009478,INV01788,F009,2025-04-25,Sip,3000.0,32.849,91.327,Vadodara,B30,34,F,Verified,Conservative,FOLIO922058,True,2025-04
TXN0009479,INV01482,F003,2026-01-05,Redemption,183817.9,997.0995,184.3526,Kolkata,T30,35,F,Verified,Conservative,FOLIO499457,True,2026-01
TXN0009480,INV00761,F007,2024-08-30,Sip,5000.0,26.5802,188.1099,Varanasi,B30,50,M,Verified,Moderate,FOLIO679915,True,2024-08
TXN0009481,INV01463,F001,2023-10-31,Sip,500.0,2.6139,191.2851,Lucknow,B30,50,M,Pending,Conservative,FOLIO582820,True,2023-10
TXN0009482,INV01404,F006,2024-05-07,Sip,5000.0,25.2469,198.0441,Surat,T30,35,F,Verified,Conservative,FOLIO914475,True,2024-05
TXN0009483,INV01145,F004,2026-02-06,Stp,7479.0,109.7303,68.158,Ahmedabad,T30,58,M,Verified,Conservative,FOLIO606678,True,2026-02
TXN0009484,INV00769,F008,2024-10-15,Stp,20191.08,216.5474,93.2409,Kochi,B30,36,F,Verified,Moderate,FOLIO680580,True,2024-10
TXN0009485,INV01212,F001,2026-06-01,Sip,5000.0,73.6713,67.869,Visakhapatnam,B30,32,M,Verified,Moderate,FOLIO638192,True,2026-06
TXN0009486,INV01864,F005,2025-02-23,Sip,2000.0,14.196,140.8848,Bhopal,B30,62,F,Verified,Conservative,FOLIO959497,True,2025-02
TXN0009487,INV01620,F009,2022-07-30,Sip,1000.0,23.9869,41.6894,Rajkot,B30,63,F,Verified,Conservative,FOLIO398938,True,2022-07
TXN0009488,INV01166,F006,2023-07-15,Sip,10000.0,241.0438,41.4862,Rajkot,B30,45,M,Verified,Conservative,FOLIO296663,True,2023-07
TXN0009489,INV00313,F006,2023-03-14,Sip,2000.0,31.7735,62.9455,Varanasi,B30,42,F,Verified,Aggressive,FOLIO801752,True,2023-03
TXN0009490,INV00018,F006,2022-05-26,Redemption,190730.24,1555.7436,122.5975,Agra,B30,42,F,Verified,Moderate,FOLIO871363,True,2022-05
TXN0009491,INV00373,F008,2024-09-13,Lumpsum,394909.01,7611.6692,51.8821,Patna,B30,48,M,Verified,Conservative,FOLIO983588,True,2024-09
TXN0009492,INV00590,F007,2024-05-07,Sip,2000.0,11.5364,173.3643,Vadodara,B30,54,M,Verified,Conservative,FOLIO787792,True,2024-05
TXN0009493,INV01511,F004,2024-11-18,Sip,5000.0,114.2132,43.7778,Amritsar,B30,58,M,Verified,Conservative,FOLIO535979,True,2024-11
TXN0009494,INV01099,F001,2025-01-27,Sip,1000.0,7.0667,141.5088,Kochi,B30,58,F,Verified,Moderate,FOLIO771694,True,2025-01
TXN0009495,INV00996,F002,2026-08-12,Sip,3000.0,31.1594,96.2791,Rajkot,B30,29,M,Rejected,Moderate,FOLIO508901,False,2026-08
TXN0009496,INV00346,F001,2023-01-29,Sip,10000.0,121.8681,82.0559,Jaipur,T30,40,M,Verified,Conservative,FOLIO386311,True,2023-01
TXN0009497,INV01800,F007,2025-06-07,Lumpsum,292969.37,1807.5226,162.0834,Mysuru,B30,22,M,Pending,Moderate,FOLIO367880,True,2025-06
TXN0009498,INV01919,F008,2025-06-28,Sip,1000.0,11.4079,87.6586,Agra,B30,56,F,Verified,Aggressive,FOLIO653753,True,2025-06
TXN0009499,INV01943,F010,2024-09-23,Sip,10000.0,122.8134,81.4243,Patna,B30,26,M,Verified,Aggressive,FOLIO696622,True,2024-09
TXN0009500,INV00831,F009,2025-06-08,Redemption,132713.79,1144.8173,115.9257,Nagpur,B30,22,M,Verified,Aggressive,FOLIO691786,True,2025-06
TXN0009501,INV01840,F003,2025-01-19,Sip,5000.0,52.3944,95.43,Kolkata,T30,25,M,Verified,Moderate,FOLIO763131,True,2025-01
TXN0009502,INV00813,F009,2022-11-12,Redemption,192481.31,2259.4878,85.188,Ahmedabad,T30,57,F,Verified,Moderate,FOLIO636441,True,2022-11
TXN0009503,INV01122,F007,2025-02-01,Sip,1000.0,5.4318,184.101,Mysuru,B30,63,F,Verified,Conservative,FOLIO596006,True,2025-02
TXN0009504,INV01788,F002,2023-07-16,Lumpsum,362254.13,2679.6564,135.1868,Vadodara,B30,34,F,Verified,Conservative,FOLIO183538,True,2023-07
TXN0009505,INV01383,F008,2024-06-29,Sip,3000.0,274.3542,10.9348,Kochi,B30,34,F,Verified,Conservative,FOLIO341500,True,2024-06
TXN0009506,INV00737,F008,2026-07-15,Lumpsum,479917.6,3061.7541,156.746,Ranchi,B30,58,F,Verified,Conservative,FOLIO861229,True,2026-07
TXN0009507,INV01789,F009,2024-09-13,Sip,2000.0,25.1711,79.4562,Guwahati,B30,46,F,Rejected,Moderate,FOLIO476973,False,2024-09
TXN0009508,INV01143,F001,2023-08-05,Sip,5000.0,70.7615,70.6599,Delhi,T30,41,F,Verified,Aggressive,FOLIO444805,True,2023-08
TXN0009509,INV00753,F006,2023-01-02,Sip,3000.0,32.3023,92.8726,Indore,B30,41,F,Verified,Conservative,FOLIO171542,True,2023-01
TXN0009510,INV00672,F006,2024-07-26,Sip,5000.0,39.0581,128.0144,Delhi,T30,32,M,Verified,Aggressive,FOLIO975485,True,2024-07
TXN0009511,INV01997,F008,2026-08-17,Lumpsum,378179.52,4983.8357,75.8812,Agra,B30,45,M,Verified,Conservative,FOLIO378607,True,2026-08
TXN0009512,INV01903,F004,2024-12-06,Lumpsum,42700.15,388.7231,109.8472,Mysuru,B30,60,M,Pending,Aggressive,FOLIO841674,True,2024-12
TXN0009513,INV00091,F001,2025-04-28,Sip,1000.0,7.2557,137.8227,Mumbai,T30,42,F,Verified,Conservative,FOLIO690353,True,2025-04
TXN0009514,INV00610,F005,2025-12-27,Sip,1000.0,7.46,134.0483,Varanasi,B30,46,M,Verified,Aggressive,FOLIO617416,True,2025-12
TXN0009515,INV01715,F009,2023-06-14,Redemption,68818.87,514.5824,133.7373,Mysuru,B30,54,F,Verified,Aggressive,FOLIO986077,True,2023-06
TXN0009516,INV00194,F008,2024-01-14,Lumpsum,453036.0,2388.3506,189.6857,Kolkata,T30,55,M,Rejected,Moderate,FOLIO315782,False,2024-01
TXN0009517,INV00839,F005,2023-02-16,Lumpsum,292018.25,3423.8841,85.2886,Bengaluru,T30,57,M,Verified,Aggressive,FOLIO211547,True,2023-02
TXN0009518,INV01308,F010,2024-10-05,Sip,500.0,10.6512,46.9431,Patna,B30,52,F,Verified,Aggressive,FOLIO990401,True,2024-10
TXN0009519,INV01638,F004,2022-10-27,Lumpsum,67152.36,471.8439,142.319,Nagpur,B30,32,M,Verified,Aggressive,FOLIO169383,True,2022-10
TXN0009520,INV00582,F003,2022-07-14,Redemption,66463.93,710.1016,93.5978,Bhubaneswar,B30,45,F,Verified,Conservative,FOLIO653911,True,2022-07
TXN0009521,INV01214,F007,2025-10-28,Sip,1000.0,57.2504,17.4671,Meerut,B30,42,M,Verified,Aggressive,FOLIO138770,True,2025-10
TXN0009522,INV00920,F007,2024-06-06,Lumpsum,138351.27,737.9033,187.4924,Mumbai,T30,63,M,Verified,Moderate,FOLIO112005,True,2024-06
TXN0009523,INV01374,F001,2022-07-12,Stp,78996.67,456.6778,172.9812,Guwahati,B30,55,F,Verified,Moderate,FOLIO584162,True,2022-07
TXN0009524,INV01441,F006,2024-07-11,Redemption,79931.21,3637.6836,21.9731,Amritsar,B30,52,F,Verified,Conservative,FOLIO787810,True,2024-07
TXN0009525,INV00050,F009,2022-08-12,Redemption,82370.48,535.5873,153.7947,Meerut,B30,48,M,Verified,Conservative,FOLIO107029,True,2022-08
TXN0009526,INV01175,F007,2022-09-14,Redemption,85078.98,619.6458,137.3026,Rajkot,B30,22,F,Verified,Moderate,FOLIO368923,True,2022-09
TXN0009527,INV01688,F005,2022-01-08,Stp,86019.3,691.6498,124.3683,Rajkot,B30,51,M,Pending,Moderate,FOLIO715959,True,2022-01
TXN0009528,INV01964,F008,2023-12-18,Redemption,90724.09,542.4722,167.2419,Bhubaneswar,B30,60,M,Verified,Conservative,FOLIO687296,True,2023-12
TXN0009529,INV00768,F002,2024-02-15,Lumpsum,315214.1,3523.7378,89.4545,Coimbatore,B30,33,F,Verified,Conservative,FOLIO322808,True,2024-02
TXN0009530,INV01309,F008,2024-11-18,Lumpsum,49608.28,366.4627,135.3706,Kochi,B30,37,F,Verified,Moderate,FOLIO198705,True,2024-11
TXN0009531,INV00605,F002,2022-02-09,Lumpsum,276432.55,1449.6864,190.6844,Surat,T30,33,M,Verified,Conservative,FOLIO248931,True,2022-02
TXN0009532,INV01506,F006,2024-07-01,Sip,10000.0,110.5939,90.4209,Pune,T30,53,M,Verified,Conservative,FOLIO676778,True,2024-07
TXN0009533,INV01379,F003,2023-02-11,Lumpsum,136095.19,928.9879,146.4983,Bhubaneswar,B30,58,F,Verified,Aggressive,FOLIO820282,True,2023-02
TXN0009534,INV00098,F005,2024-12-22,Lumpsum,139953.01,2003.6009,69.8507,Nagpur,B30,46,F,Verified,Conservative,FOLIO577788,True,2024-12
TXN0009535,INV00138,F008,2025-06-15,Stp,82434.06,854.7817,96.4387,Mysuru,B30,27,M,Verified,Aggressive,FOLIO995269,True,2025-06
TXN0009536,INV01207,F005,2024-04-04,Sip,1000.0,45.3201,22.0653,Mysuru,B30,63,F,Pending,Conservative,FOLIO963508,True,2024-04
TXN0009537,INV01124,F003,2024-01-16,Redemption,102352.91,775.5082,131.9817,Varanasi,B30,59,F,Verified,Aggressive,FOLIO718866,True,2024-01
